Language,Translation,Filename,DriveID,Script,Source
croatian,All human beings are born free and equal in dignity and rights. They are endowed with reason and conscience and should act towards one another in a spirit of brotherhood.,Croatian_udhr_hr.mp3,1VQEXXf5XEYtSRaAmZQ1pY5atFnyay6Tl,Sva ljudska bi?a ra?aju se slobodna i jednaka u dostojanstvu i pravima. Ona su obdarena razumom i svijeÃ¯Â¿Â½?u i trebaju jedna prema drugima postupati u duhu bratstva.,https://omniglot.com/soundfiles/
czech,All human beings are born free and equal in dignity and rights. They are endowed with reason and conscience and should act towards one another in a spirit of brotherhood.,Czech_udhr_cz.mp3,1xscqM3k_uPSs_5NYX8ATzV5Q-1s-l6s3,Všichni lidé se rodí svobodní a rovní v důstojnosti a právech. Jsou obdařeni rozumem a svědomím a měli by jednat vůči sobě navzájem v duchu bratrství.,https://omniglot.com/soundfiles/
danish,All human beings are born free and equal in dignity and rights. They are endowed with reason and conscience and should act towards one another in a spirit of brotherhood.,Danish_udhr_dk.mp3,1KUiiDWr6dWMTNyAON-joOPRG8ea9dUje,Alle mennesker fødes frie og lige i værdighed og rettigheder. De er udstyret med fornuft og samvittighed og bør handle mod hinanden i en ånd af broderskab.,https://omniglot.com/soundfiles/
dutch,Excuse me,Dutch_excuseme_nl.mp3,19rTCb9Mp9o4BJEuoy7q-GxKdCXJZFiNc,Neem me niet kwalijk,https://omniglot.com/soundfiles/
estonian,All human beings are born free and equal in dignity and rights. They are endowed with reason and conscience and should act towards one another in a spirit of brotherhood.,Estonian_udhr_et.mp3,17O_WSvUZekj7-Evc0gyzQlIapb48YGIE,Kõik inimesed on sündinud vabana ja võrdsete väärikuse ja õigustega. Nad on varustatud mõistuse ja südametunnistusega ning peaksid üksteise suhtes tegutsema vennaskonna vaimus.,https://omniglot.com/soundfiles/
faroese,All human beings are born free and equal in dignity and rights. They are endowed with reason and conscience and should act towards one another in a spirit of brotherhood.,Faroese_udhr_faroese.mp3,1vVTxlyM5JlSl8ydpcfcheQRlfVe_OU87,Øll menniskju eru fødd fræls og jøvn til virðingar og mannarættindi. Tey hava skil og samvitsku og eiga at fara hvørt um annað í bróðuranda.,https://omniglot.com/soundfiles/
fijian,All human beings are born free and equal in dignity and rights. They are endowed with reason and conscience and should act towards one another in a spirit of brotherhood.,fijian_udhr_fijian.mp3,1OCz1uu1xqmRqDEQGUswzsyBwnY9p81Ys,"Era sucu ena galala na tamata yadua, era tautauvata ena nodra dokai kei na nodra dodonu. E tiko na nodra vakasama kei na nodra lewaeloma, sa dodonu mera veidokadokai ena yalo ni veitacini.",https://omniglot.com/soundfiles/
finnish,All human beings are born free and equal in dignity and rights. They are endowed with reason and conscience and should act towards one another in a spirit of brotherhood.,Finnish_udhr2_fi.mp3,1KyqDc80eOFDGJPKGuGEow9u9hSaocbPY,"Kaikki ihmiset ovat syntyneet vapaina ja yhtäläisiltä ihmisarvoltaan ja oikeuksiltaan. Heillä on järki ja omatunto, ja heidän tulisi toimia toisiaan kohtaan veljeyden hengessä.",https://omniglot.com/soundfiles/
french,What's your name?,French_name1_fr.mp3,1XUh_9kFcf_ktmCrHQE1aUn4qS8TYdsA0,Comment est-ce que vous vous appelez ?,https://omniglot.com/soundfiles/
german,Pleased to meet you,German_meet2_de.mp3,1B4M7yTN0aIK5Z_rhZiIeLLIJ_x3Ej5cH,"Es freut mich, Sie kennen zu lernen (frm)",https://omniglot.com/soundfiles/
greek,What's your name?,Greek_whatsyourname8_el.mp3,1gKRq2tHmyXUkaq09f1r7q_1V_3WT7f-z,Ποιό είναι το όνομά σου; (Pyó íne to ónomá su?) - inf,https://omniglot.com/soundfiles/
gujarati,Pleased to meet you,Gujarati_meet_gujarati.mp3,1NKCNJ_3Xutl7mTh9XzfPOTJ1mDXKtxyO, તમને મળીને આનંદ થયો (tamne maline anand thaiyo),https://omniglot.com/soundfiles/
hawaiian,Pleased to meet you,Hawaiian_meet_hawaiian.mp3,1GfsplIUknv4uC7DwprOoobHPSz70SJq1,Hauʻoli kēia hui ʻana o kāua,https://omniglot.com/soundfiles/
hebrew,Good afternoon,Hebrew_goodafternoon_hb.mp3,1mbXrOemRaqxvE3DWGjFpfPXjL70RT4IM,(Achar tzahara'im tovim) אחר צהריים טובים,https://omniglot.com/soundfiles/
hindi,Where are you from?,Hindi_wherefrom2_hindi.mp3,1iRFCdZ9a-fpDEiyevp-J28xw8RS-kK5T,"तुम कहाँ से (आए) हो? (tum kahāṁ se (āe) ho?) - inf
",https://omniglot.com/soundfiles/
hungarian,All human beings are born free and equal in dignity and rights. They are endowed with reason and conscience and should act towards one another in a spirit of brotherhood.,Hungarian_udhr_hu.mp3,1xU6qDa6FOqCoKeoV5hxhVe3yQ9Nj5djB,"Minden ember szabadon és egyenlő méltósággal és jogokkal születik. Ésszel és lelkiismerettel vannak felruházva, és a testvériség szellemében kell cselekedniük egymás iránt.",https://omniglot.com/soundfiles/
icelandic,All human beings are born free and equal in dignity and rights. They are endowed with reason and conscience and should act towards one another in a spirit of brotherhood.,Icelandic_udhr_is.mp3,1QmU6RMWHrGexhoKoQ-u_KrlRqXb8HMpS,"Hver maður er borinn frjáls og jafn öðrum að virðingu og réttindum. Menn eru gæddir vitsmunum og samvisku, og ber þeim að breyta bróðurlega hverjum við annan.",https://omniglot.com/soundfiles/
indonesian,All human beings are born free and equal in dignity and rights. They are endowed with reason and conscience and should act towards one another in a spirit of brotherhood.,Indonesian_udhr_in.mp3,1kEwumWY9CoTgmwS1U8nHRHTwKd7rCqFM,Semua orang dilahirkan merdeka dan mempunyai martabat dan hak-hak yang sama. Mereka dikaruniai akal dan hati nurani dan hendaknya bergaul satu sama lain dalam semangat persaudaraan.,https://omniglot.com/soundfiles/
irish,Long time no see,Irish_longtimenosee_ga.mp3,1yxUe1P2MhFFXHQBsMBtE7E-NH0jyHXK2,Ní fhaca mé le fada thú (sg),https://omniglot.com/soundfiles/
italian,Pleased to meet you,Italian_meet2_it.mp3,1OD33uHt99WwoWcG2odEz3PwKTi5B5YnM,Piacere di conoscerti (inf),https://omniglot.com/soundfiles/
japanese,Good morning,Japanese_goodmorning1_jp.mp3,1Yhdy_cXOSAgQMwXENBRMKO07fR8vYTbn,おはようございます (ohayō gozaimasu),https://omniglot.com/soundfiles/
javanese,All human beings are born free and equal in dignity and rights. They are endowed with reason and conscience and should act towards one another in a spirit of brotherhood.,Javanese_udhr_javanese.mp3,1VkAR4QwtUXEIltP5bwwObMHdyY8zZajX,ꦱꦧꦼꦤ꧀ꦲꦸꦮꦺꦴꦁꦏꦭꦲꦶꦂꦫꦏ꧀ꦏꦺꦏꦤ꧀ꦛꦶꦩꦂꦢꦶꦏꦭꦤ꧀ꦢꦂꦧꦺꦩꦂꦠꦧꦠ꧀ꦭꦤꦲꦏ꧀ꦲꦏ꧀ꦏꦁꦥꦝ꧉ ꦏꦧꦺꦃꦥꦶꦤꦫꦶꦁꦔꦤ꧀ꦲꦏꦭ꧀ꦭꦤ꧀ꦏꦭ꧀ꦧꦸꦱꦂꦠꦏꦲꦗꦧ꧀ꦥ ꦱꦿꦮꦸꦁꦔꦤ꧀ꦲꦁꦒꦺꦴꦤ꧀ꦤꦺꦩꦼꦩꦶ ꦠꦿꦤ꧀ꦱꦶꦗꦶꦭꦤ꧀ꦱꦶꦗꦶꦤꦺꦏꦤ꧀ꦛꦶꦗꦶꦮꦱꦸꦩꦢꦸꦭꦸꦂ꧉,https://omniglot.com/soundfiles/
kashmiri,All human beings are born free and equal in dignity and rights. They are endowed with reason and conscience and should act towards one another in a spirit of brotherhood.,Kashmiri_udhr_kashmiri.mp3,1bTgJ5x_vBpQiZhiCmjqjqixD1vQ4jqhx,سٔری لُکھ چهہٕ حقوٗق تِہ عزت لِحاظٕ ہِہیٖ ژامِت. تِمن چه‍ہِ ضمير تِہ عَقل دِنِ آمٕژ. تٔوے پَزٕ تُمن بھٲئی برادری سانٛ روزُن.,https://omniglot.com/soundfiles/
korean,What's your name?,Korean_name1_kr.mp3,1xUNBA6StOEQLcTWJq-soDAbiTtK8wvKl, 이름은 무엇입니까? (ireumeun mueosip nikka?) - inf,https://omniglot.com/soundfiles/
kurdish,All human beings are born free and equal in dignity and rights. They are endowed with reason and conscience and should act towards one another in a spirit of brotherhood.,Kurdish_udhr_kurdish.mp3,1D2snVluiz3Ka6bfKF92DIXn1hk7I1gf_,Hemû mirov azad û di weqar û mafan de wekhev tên dinyayê. Ew xwedî hiş û şuûr in û divê li hember hev bi zihniyeteke bratiyê bilivin.,https://omniglot.com/soundfiles/
laotian,Hello,Laotian_hello.mp3,1r409Kg0_R1tnFFwmWMnop65sJM9lOEWs,ສະບາຍດີ (sabaidi),https://www.youtube.com/watch?v=4ODSwhiyO5E
latvian,All human beings are born free and equal in dignity and rights. They are endowed with reason and conscience and should act towards one another in a spirit of brotherhood.,latvian_udhr_latvian.mp3,1FShKIhPXFBxc0CK2Ms1YmmYeKZ-ewSl9,"Visi cilvēki piedzimst brīvi un vienlīdzīgi savā pašcieņā un tiesībās. Viņi ir apveltīti ar saprātu un sirdsapziņu, un viņiem jāizturas citam pret citu brālības garā.",https://omniglot.com/soundfiles/
lithuanian,All human beings are born free and equal in dignity and rights. They are endowed with reason and conscience and should act towards one another in a spirit of brotherhood.,lithuanian_udhr_lt.mp3,1SoGtD9haSDn-7Se30uTZI6R-7_EJKFM2,Visi žmonės gimsta laisvi ir lygūs savo orumu ir teisėmis. Jiems suteiktas protas ir sąžinė ir jie turi elgtis vienas kito atžvilgiu kaip broliai.,https://omniglot.com/soundfiles/
malay,All human beings are born free and equal in dignity and rights. They are endowed with reason and conscience and should act towards one another in a spirit of brotherhood.,Malay_udhr_ms.mp3,1h-F0YrA-clWOH26qZSRYTIArcfSiXiWc,Semua manusia dilahirkan bebas dan samarata dari segi kemuliaan dan hak-hak. Mereka mempunyai pemikiran dan perasaan hati dan hendaklah bertindak di antara satu sama lain dengan semangat persaudaraan.,https://omniglot.com/soundfiles/
malayalam,Pleased to meet you,Malayalam_meet_ml.mp3,1B9J_JwWbX_xz88TMqP7_YLi72UYJE_19,"കണ്ടതില്‍ സന്തോഷം (kantathil santhosham)
",https://omniglot.com/soundfiles/
mandarin,How much is this?,Mandarin_howmuch_mandarin.mp3,1vf6tPc5qOfxyzzZjtv4OiENQaOSqmV0N,这个多少钱? (Zhège duōshǎo qián?),https://omniglot.com/soundfiles/
maori,All human beings are born free and equal in dignity and rights. They are endowed with reason and conscience and should act towards one another in a spirit of brotherhood.,Maori_udhr_maori.mp3,1G0_4_t6T_Z3Ut9WfiDeK-q2FL_4EZncB,"Ko te katoa o nga tangata i te whanaungatanga mai e watea ana i nga here katoa; e tauriterite ana hoki nga mana me nga tika. E whakawhiwhia ana hoki ki a ratou te ngakau whai whakaaro me te hinengaro mohio ki te tika me te he, a e tika ana kia meinga te mahi a tetahi ki tetahi me ma roto atu i te wairua o te noho tahi, ano he teina he tuakana i ringa i te whakaaro kotahi.",https://omniglot.com/soundfiles/
marathi,Long time no see,Marathi_longtimenosee_mr.mp3,1E1tN3p_0XeCFXNXMey6VdaQw6QTisQXL, खूप दिवसात भेटलो नाही (khup divas?t bhetalo n?hi),https://omniglot.com/soundfiles/
navajo,Thank you,Navajo_thanks_nav.mp3,1OpGvOQf82NW7u76FaJbmhu_meG9YK_bu, Ahéhee',https://omniglot.com/soundfiles/
nepali,All human beings are born free and equal in dignity and rights. They are endowed with reason and conscience and should act towards one another in a spirit of brotherhood.,Nepali_udhr_ne.mp3,1G6Z1F1BQxEBfa8NGgmfClYISGr_uxHB6,Sabai vyaktihar? janmaj?t svatantra hun t? sabaik? sam?n adhik?r ra mahatva cha. Nijahar?m? vic?ra?akti ra sadvic?r bha?k?l? nijahar?l? ?pastm? bhr?tr?tvak? bh?van?b?? vyavah?r garanu parcha.,https://omniglot.com/soundfiles/
norwegian,All human beings are born free and equal in dignity and rights. They are endowed with reason and conscience and should act towards one another in a spirit of brotherhood.,Norwegian_udhr_no.mp3,1qDGw1KhIfNsTBwONOs2kD2G-vmuFjoc-,Alle mennesker er født frie og med samme menneskeverd og menneskerettigheter. De er utstyrt med fornuft og samvittighet og bør handle mot hverandre i brorskapets ånd.,https://omniglot.com/soundfiles/
panjabi,Long time no see,Panjabi_longtimenosee_pa.mp3,1qrHdCsWmZtaFPc5NKLhxPJBvArfvhRvu,"ਬੜੀ ਦੇਰ ਤੋਂ ਤੁਸੀਂ ਨਜ਼ਰ ਨਹੀਂ ਆਏ ! / بڑی دیر توں تُسیں نظر نہیں آئے!
(baṛī der ton tusī̃ naśar nahī̃ āe!)",https://omniglot.com/soundfiles/
persian,Where are you from?,Persian_whereareufrom1_fa.mp3,16viAiS1swPTP7X5mfOORy12v8uPtM7SG,"شما اهل کجا هستيد؟(shoma ahleh koja hastid?)
",https://omniglot.com/soundfiles/
polish,What's your name?,Polish_name5_pl.mp3,1XMZvP0egFoNeNyBV53CBiAov9gF16vWt,Jak się nazywasz? (inf),https://omniglot.com/soundfiles/
portugese,Have a nice day!,Portugese_haveaniceday_pt.mp3,1yNnOGtImvfJnAguJi-uoecACFKtTTq8p,Tem um bom dia!,https://omniglot.com/soundfiles/
romanian,Pleased to meet you,Romanian_meet1_ro.mp3,1FRxE0y8e9m4UBkvuemaZgy91l_UBAUOd,Îmi pare bine de cunoștință,https://omniglot.com/soundfiles/
russian,How are you?,Russian_howareyou2_ru.mp3,11oS-1ThaNAfsF0SZxNwIor1PS-Z8ry-e,Как поживаешь? (Kak pozhivaeš'?) - inf,https://omniglot.com/soundfiles/
scottic gaelic,All human beings are born free and equal in dignity and rights. They are endowed with reason and conscience and should act towards one another in a spirit of brotherhood.,Scottic Gaelic_udhr_ga.mp3,1UQi01cy09pYcLppJfa7ALgriU95l4LmN,"Rugadh na h-uile duine saor agus co-ionnan nan urram 's nan cÃ¯Â¿Â½irichean. Tha iad reusanta is cogaiseach, agus bu chÃ¯Â¿Â½ir dhaibh a ghiÃ¯Â¿Â½lain ris a chÃ¯Â¿Â½ile ann an spiorad brÃ¯Â¿Â½thaireil.",https://omniglot.com/soundfiles/
slovak,All human beings are born free and equal in dignity and rights. They are endowed with reason and conscience and should act towards one another in a spirit of brotherhood.,Slovak_udhr_sk.mp3,1Is0nhErecfbpUZz7JfxBDkicSZyIqJm_,"Všetci ľudia sa rodia slobodní a sebe rovní, čo sa týka ich dostôjnosti a práv. Sú obdarení rozumom a majú navzájom jednať v bratskom duchu.",https://omniglot.com/soundfiles/
spanish,Would you like to dance with me?,Spanish_DanceWithMe.mp3,1VenLx-xRaV8t_bcF7al54PQuJ5Sr1Gmh,¿Querrías bailar conmigo? (inf),https://omniglot.com/soundfiles/
swahili,All human beings are born free and equal in dignity and rights. They are endowed with reason and conscience and should act towards one another in a spirit of brotherhood.,Swahili_udhr_swahili.mp3,1BABqzTPaABpf9T7O-7SFCIoDhi3W95bn,"Watu wote wamezaliwa huru, hadhi na haki zao ni sawa. Wote wamejaliwa akili na dhamiri, hivyo yapasa watendeane kindugu.",https://omniglot.com/soundfiles/
swedish,All human beings are born free and equal in dignity and rights. They are endowed with reason and conscience and should act towards one another in a spirit of brotherhood.,Swedish_udhr2_sv.mp3,1228bfe-pAdOkHVDp4BDOcLSmZfQvggUw,Alla människor är födda fria och lika i värdighet och rättigheter. De är utrustade med förnuft och samvete och bör handla gentemot varandra i en anda av broderskap.,https://omniglot.com/soundfiles/
tagalog,Happy Birthday!,Tagalog_birthday_tagalog.mp3,1Nc6OroTyt5mqex9Y3Q36AP0JH6XxAOZ_,Maligayang kaarawan (Happy Birthday),https://omniglot.com/soundfiles/
tamil,Pleased to meet you,Tamil_meet-f2_ta.mp3,1xE8NSVdxn4BIylUzJQMExvFMuzHEuWFb,"உங்களை பார்த்தது மிகவும் சந்தோஷம்
 (ungalai paarthathu migavum sandhosham)",https://omniglot.com/soundfiles/
thai,My hovercraft is full of eels,Thai_hovercraft_th.mp3,1cTIkSbJnLRNFmGuESawoE-639Rd1AmFK," โฮเวอร์คราฟท์ของผมเต็มไปด้วยปลาไหล (hoh wer-krâaf kŏng pŏm dtem-bpai-dûay bplaa lăi) - m
",	https://omniglot.com/soundfiles/
turkish,Pleased to meet you,Turkish_meet_tr.mp3,1yN_CWSub_rnn5jU4GdeneDh2sUZhMmIG,Tanıştıǧımıza memnun oldum,https://omniglot.com/soundfiles/
urdu,How are you?,Urdu_howareyou.mp3,1xNSVyJx9duIXNmEBExKdZQ6k5-jzc0aS,(kya haal hai) كيا حال ہے,https://www.soundboard.com/sb/sound/146520
vietnamese,Have a good journey!,Vietnamese_bonvoyage1_th.mp3,12x-PplfBuJ7bctafxOUsgyJ8OlzbzXvT,Lên đường bình an,https://omniglot.com/soundfiles/
yiddish,Pleased to meet you,Yiddish_meet_yd.mp3,1sCs3h7YU409iNJ61xTOTE7rYu9P13goh,עס פֿרײט מיר דיך צו קענען (Es freyt mir dikh tsu kenen),https://omniglot.com/soundfiles/
chinese,How much is this?,Mandarin_howmuch_mandarin.mp3,1vf6tPc5qOfxyzzZjtv4OiENQaOSqmV0N,这个多少钱? (Zhège duōshǎo qián?),https://omniglot.com/soundfiles/
